Stars,Card Name,Type,Attribute,Sub Type,ATK,DEF,Card Text
4,Queen's Knight,Normal Monster,LIGHT,Warrior,1500,1600,"This knight catches her opponents off guard, dominating them with swift yet graceful attacks."
4,Red Archery Girl,Normal Monster,WATER,Aqua,1400,1500,"A mermaid archer that hides in a protective shell, waiting for the right moment to strike."
4,"Renge, Gatekeeper of Dark World",Normal Monster,DARK,Fiend,100,2100,"His renowned athletic physique has made him famous with the populace of Dark World. They call him ""Iron Wall Renge"" because no one can break through his incredible defenses."
4,Robotic Knight,Normal Monster,FIRE,Machine,1600,1800,"The Commander of Machine-Types, he serves the Machine King. He is famous for the way he controls his troops."
4,Rogue Doll,Normal Monster,LIGHT,Spellcaster,1600,1000,"A deadly doll gifted with mystical power, it is particularly powerful when attacking against dark forces."
4,Ryu-Kishin Powered,Normal Monster,LIGHT,Fiend,1600,1200,A gargoyle enhanced by the powers of darkness. Very sharp talons make it a worthy opponent.
4,Sabersaurus,Normal Monster,EARTH,Dinosaur,1900,500,"This normally gentle dinosaur enjoys relaxing in its nest in the prairies. If it becomes angered, it turns terribly ferocious."
4,Sea Serpent Warrior of Darkness,Normal Monster,WATER,Sea Serpent,1800,1500,"A warrior who defends the world of the Sea of Darkness. He prides himself on his fighting prowess both on the ground and, of course, in the water."
4,Sentinel of the Seas,Normal Monster,WATER,Aqua,1300,1000,A merman warrior dedicated to defending the ocean against anyone who would defile it.
4,Shining Abyss,Normal Monster,LIGHT,Fairy,1600,1800,This monster employs the powers of both Light and Darkness.
4,Shining Friendship,Normal Monster,LIGHT,Fairy,1300,1100,The peacemaker among monsters.
4,"Shiny Black C"" Squadder""",Normal Monster,EARTH,Insect,2000,0,"Wherever there are shadows, you'll find the ""C"" Squad! Their hidden flying abilities let them confront the giants on equal terms!"
4,Skull Dog Marron,Normal Monster,EARTH,Beast,1350,2000,A lost dog that wandered off 1000 years ago. He's still waiting for his master to come for him.
4,Skull Mariner,Normal Monster,WATER,Warrior,1600,900,A pirate ship that appears out of the mist and sinks any seagoing vessels.
4,Skull Red Bird,Normal Monster,WIND,Winged Beast,1550,1200,This monster swoops down and attacks with a rain of knives stored in its wings.
4,Sky Scout (F.K.A. Harpie's Brother),Normal Monster,WIND,Winged Beast,1800,600,"With eyes like a hawk and a flying speed exceeding Mach 5, this monster is a master of the sky."
4,Sleeping Lion,Normal Monster,EARTH,Beast,700,1700,A ferocious animal that sleeps all day. Sometimes it's better to let Sleeping Lions lie.
4,Sorcerer of the Doomed,Normal Monster,DARK,Spellcaster,1450,1200,"A slave of the dark arts, this sorcerer is a master of death-dealing spells."
4,Soul Tiger,Normal Monster,EARTH,Beast,0,2100,The soul of a tiger that is said to devour human souls. He is a famous soul that you wouldn't want to run into in a dark alley.
4,Souleater,Normal Monster,EARTH,Fish,1200,0,A living wonder of mystery.
4,Space Mambo,Normal Monster,WATER,Fish,1700,1000,A Space Mambo floating in the vast universe. This living relic was found in the ruins of a super civilization on Alphard 4.
4,Spirit of the Books,Normal Monster,WIND,Winged Beast,1400,1200,"This wise spirit dwells in books, using its accumulated knowledge to defeat enemies."
4,Spirit of the Harp,Normal Monster,LIGHT,Fairy,800,2000,A spirit that soothes the soul with the music of its heavenly harp.
4,Takriminos,Normal Monster,WATER,Sea Serpent,1500,1200,A member of a race of sea serpents that freely travels through the sea.
4,Takuhee,Normal Monster,WIND,Winged Beast,1450,1000,This bird is known far and wide as a harbinger of doom.
4,Temple of Skulls,Normal Monster,DARK,Zombie,900,1300,A mysterious temple of skulls and bones that pulls in unsuspecting enemies.
4,Terra the Terrible,Normal Monster,DARK,Fiend,1200,1300,"Known as a swamp dweller, this creature is a minion of the dark forces."
4,The Dragon Dwelling in the Cave,Normal Monster,WIND,Dragon,1300,2000,"A huge dragon dwelling in a cave. It is horrible when it gets angry, although it is usually quiet. It is said to preserve certain treasures."
4,The Forgiving Maiden,Normal Monster,LIGHT,Fairy,850,2000,Offer this face-up card as a Tribute to return 1 of your monsters destroyed in battle during this turn to your hand.
4,The Gross Ghost of Fled Dreams,Normal Monster,DARK,Fiend,1300,1800,"This monster feeds on the dreams of an unwary sleeper, dragging the victim into eternal slumber."
4,The Illusory Gentleman,Normal Monster,DARK,Spellcaster,1500,1600,"Wearing odd fashions, this gentleman is very fickle. He sometimes saves people and at other times commits crimes."
4,The Portrait's Secret,Normal Monster,EARTH,Fiend,1200,1500,"A portrait cursed by the artist, it is said to bring ill fortune to anyone who owns it."
4,The Snake Hair,Normal Monster,DARK,Zombie,1500,1200,A monster with a head of poison snakes. One look from this monster can turn an opponent to stone.
4,The Statue of Easter Island,Normal Monster,EARTH,Rock,1100,1400,A stone monument from Easter Island that launches laser blasts from its rock-hewn lips.
4,Three-Headed Geedo,Normal Monster,DARK,Fiend,1200,1400,A three-headed nocturnal monster that is absolutely ruthless when fighting.
4,Tiger Axe,Normal Monster,EARTH,Beast-Warrior,1300,1100,A fast and powerful axe-wielding beast-warrior.
4,Tongyo,Normal Monster,WATER,Fish,1350,800,This monster captures other fish with its long tongue and sucks the energy out of them.
4,Toon Alligator,Normal Monster,WATER,Reptile,800,1600,An alligator monster straight from the cartoons.
4,Trial of Nightmare,Normal Monster,DARK,Fiend,1300,900,This fiend passes judgment on enemies that are locked in coffins.
4,Tripwire Beast,Normal Monster,EARTH,Thunder,1200,1300,This creature attacks with electromagnetic waves.
4,Turtle Tiger,Normal Monster,WATER,Aqua,1000,1500,A tiger encased in a protective shell that attacks with razor-sharp fangs.
4,Two-Headed King Rex,Normal Monster,EARTH,Dinosaur,1600,1200,A powerful monster whose two heads attack as one.
4,Tyhone,Normal Monster,WIND,Winged Beast,1200,1400,"Capable of firing cannonballs from its mouth for long-range attacks, this creature is particularly effective in mountain battles."
4,Uraby,Normal Monster,EARTH,Dinosaur,1500,800,"Fast on its feet, this dinosaur rips enemies to shreds with its sharp claws."
4,V-Tiger Jet,Normal Monster,LIGHT,Machine,1600,1800,This ace fighter is unbeatable in a dogfight. It combines with other monsters to launch an array of encircling attacks.
4,Venom Cobra,Normal Monster,EARTH,Reptile,100,2000,"Hard scales cover all parts of this gigantic cobra. It hunts by shooting large amounts of venom, but because of its large size, its attack pattern is easily predicted."
4,Violent Rain,Normal Monster,WATER,Aqua,1550,800,This monster can call forth sudden torrents of battering rain.
4,Vorse Raider,Normal Monster,DARK,Beast-Warrior,1900,1200,This wicked Beast-Warrior does every horrid thing imaginable and loves it! His axe bears the marks of his countless victims.
4,Warrior Dai Grepher,Normal Monster,EARTH,Warrior,1700,1600,The warrior who can manipulate dragons. Nobody knows his mysterious past.
4,Warrior of Zera,Normal Monster,EARTH,Warrior,1600,1600,"A wandering warrior who seeks the sanctuary where he can gain the power of the Archlords. To escape the temptation of evil fiends, he fights solo day by day."
4,Water Magician,Normal Monster,WATER,Aqua,1400,1000,This monster swamps an opponent with an almost endless supply of water.
4,Water Omotics,Normal Monster,WATER,Aqua,1400,1200,Transforms the water overflowing from a jar into attacking dragons.
4,Whiptail Crow,Normal Monster,DARK,Fiend,1650,1600,Attacks from the sky with a whip-like tail.
4,"Winged Dragon, Guardian of the Fortress #1",Normal Monster,WIND,Dragon,1400,1200,A dragon commonly found guarding mountain fortresses. Its signature attack is a sweeping dive from out of the blue.
4,"Winged Dragon, Guardian of the Fortress #2",Normal Monster,WIND,Winged Beast,1200,1000,This creature's wings are capable of generating tornadoes.
4,Witty Phantom,Normal Monster,DARK,Fiend,1400,1300,"Dressed in a night-black tuxedo, this creature presides over death."
4,Wolf Axwielder,Normal Monster,EARTH,Beast-Warrior,1650,1000,"Once it has started battle, this monster attacks fiercely and cannot stop."
4,Worm Drake,Normal Monster,EARTH,Reptile,1400,1500,"Once this monster wraps itself around a victim, there is no escape."
4,WOW Warrior,Normal Monster,WATER,Fish,1250,900,A fish with arms?
4,X-Head Cannon,Normal Monster,LIGHT,Machine,1800,1500,"A monster with a mighty cannon barrel, it is able to integrate its attacks. It attacks in many ways by combining and separating with other monsters."
4,X-Saber Anu Piranha,Normal Monster,EARTH,Warrior,1800,1100,"A female X-Saber Warrior, known for her graceful attacks and calm decision making in battle. Her ambition is merciless, and strikes fear in the hearts of her enemies."
4,Yaranzo,Normal Monster,DARK,Zombie,1300,1500,A treasure box containing a monster that attacks any unwary bandit.
4,Zombino,Normal Monster,EARTH,Zombie,2000,0,The two are so close ;; The die and return to life ;; Inseparable
4,"Zure, Knight of Dark World",Normal Monster,DARK,Fiend,1800,1500,The name of this illustrious knight is known by all residents of Dark World. He never oppresses the commoners.
4,Bujin Hiruko,Pendulum Monster,LIGHT,Beast-Warrior,1000,2000,"Imprisoned after a showdown with ""Bujin Hirume"" over the Sky Throne, this master schemer eventually escaped by manipulating Hirume and creating the sinister ""Bujinki Amaterasu"", then went on to almost engulf the world in darkness, but was finally defeated by Yamato and his allies. ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect: You can banish this card in your Pendulum Zone, then target 1 ""Bujin"" Xyz Monster you control; Special Summon from your Extra Deck, 1 ""Bujin"" Xyz Monster with a different name, by using that target as the Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materials attached to it also become Xyz Materials on the Summoned monster.)"
4,Dragong,Pendulum Monster,EARTH,Machine,500,2100,"This gong harbors the soul of an untamed dragon. It soars though the skies with an incredible roar, marshaling all those who hear this call to battle. ;;  ;; Pendulum Scale: 7 ;; Pendulum Effect:"
4,Dragonpulse Magician,Pendulum Monster,EARTH,Spellcaster,1800,900,"This boy magician has the gift of seeing the natural lines of energy that run through the earth, which his people call the Pulse of the Dragon. His exuberance and skill put him in high regard with his mentor, the ""Dragonpit Magician"". ;;  ;; Pendulum Scale: 1 ;; Pendulum Effect: Once per turn, if you have a ""Magician"" card in your other Pendulum Zone: You can discard 1 Pendulum Monster, then target 1 face-up monster on the field; destroy it."
4,Dragoons of Draconia,Pendulum Monster,FIRE,Beast-Warrior,1800,200,"Armed with muskets and iron spears, these mounted land troops of the Draconia Empire are feared by the Reptier Kingdom and other bordering nations. ;;  ;; Pendulum Scale: 2 ;; Pendulum Effect: Once per turn, if a Normal Monster you control destroys an opponent's monster by battle, after damage calculation: You can add 1 Level 4 or higher Normal Monster from your Deck to your hand."
4,Flash Knight,Pendulum Monster,LIGHT,Warrior,1800,600,The power of the pendulum flashes forth from this shining knight. ;;  ;; Pendulum Scale: 7 ;; Pendulum Effect:
4,Igknight Paladin,Pendulum Monster,FIRE,Warrior,1400,1900,"This Igknight has a reputation as a thinker with a cool head. But the truth is that his emotions just take longer to heat up. ;;  ;; Pendulum Scale: 2 ;; Pendulum Effect: If you have an ""Igknight"" card in your other Pendulum Zone: You can destroy both cards in your Pendulum Zones, and if you do, add 1 FIRE Warrior-Type monster from your Deck or Graveyard to your hand."
4,Igknight Templar,Pendulum Monster,FIRE,Warrior,1700,1300,"An experienced Igknight warrior who fights for justice and despises the corrupt. He even questions his own weapon these days, due to his absolute quest for righteousness. ;;  ;; Pendulum Scale: 7 ;; Pendulum Effect: If you have an ""Igknight"" card in your other Pendulum Zone: You can destroy both cards in your Pendulum Zones, and if you do, add 1 FIRE Warrior-Type monster from your Deck or Graveyard to your hand."
4,"Master Pendulum, the Dracoslayer",Pendulum Monster,LIGHT,Dragon,1950,0,"""Luster Pendulum, the Dracoslayer"" continues his journey to uncover the secrets of Dragon Alchemy, believing it is the key to dispelling his curseand restoring his memory. His power continues to grow... perhaps the same power used by the Dracofiends? ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect: Once, while this card is in your Pendulum Zone: You can target 1 card in a Pendulum Zone; destroy it."
4,Metalfoes Goldriver,Pendulum Monster,FIRE,Psychic,1900,500,"That gleaming, golden buggy breaks bad guys good. What wonderful wheels! (With a bumbling buffoon....) ;;  ;; Pendulum Scale: 1 ;; Pendulum Effect: Once per turn: You can target 1 other face-up card you control; destroy it, and if you do, Set 1 ""Metalfoes"" Spell/Trap Card directly from your Deck."
4,Mild Turkey,Pendulum Monster,FIRE,Winged Beast,1000,2000,"The taste of victory will bowl you over. ;;  ;; Pendulum Scale: 7 ;; Pendulum Effect: Once per turn: You can roll a six-sided die. Until the end of this turn, reduce this card's Pendulum Scale by that number (min. 1)."
4,"Vector Pendulum, the Dracoverlord",Pendulum Monster,DARK,Dragon,1850,0,"This Overlord overran an entire world with his army of Dracofiends, using his Dragon Alchemy to convert all life into his terrible minions. The source of this power is unidentified, and probably extra-dimensional. ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect: Negate all card effects in your opponent's Pendulum Zones."
4,Abyss Actor - Curtain Raiser,Pendulum/Effect Monster,DARK,Fiend,1100,1000,"Gains 1100 ATK if you control no other monsters. Once per turn: You can send 1 ""Abyss Script"" Spell from your Deck to the GY; add 1 face-up ""Abyss Actor"" Pendulum Monster from your Extra Deck to your hand. ;;  ;; Pendulum Scale: 7 ;; Pendulum Effect: If you control no monsters: You can Special Summon this card from your Pendulum Zone. You can only use this effect of ""Abyss Actor - Curtain Raiser"" once per Duel."
4,Abyss Actor - Leading Lady,Pendulum/Effect Monster,DARK,Fiend,1500,1000,"Once per turn, when battle damage is inflicted: You can target 1 face-up monster your opponent controls; it loses ATK equal to that battle damage. When this card is destroyed by battle, or if this card in its owner's Monster Zone is destroyed by an opponent's card effect: You can Set 1 ""Abyss Script"" Spell Card directly from your Deck. ;;  ;; Pendulum Scale: 2 ;; Pendulum Effect: Once per turn, when you take battle damage from an opponent's attacking monster: You can activate 1 of these effects; ;; Once per turn, when battle damage is inflicted: You can target 1 face-up monster your opponent controls; it loses ATK equal to that battle damage. When this card is destroyed by battle, or if this card in its owner's Monster Zone is destroyed by an opponent's card effect: Yo"
4,Abyss Actor - Sassy Rookie,Pendulum/Effect Monster,DARK,Fiend,1700,1000,"The first time this card would be destroyed by battle or card effect each turn, it is not destroyed. If this card is destroyed by battle, or if this card in its owner's Monster Zone is destroyed by an opponent's card effect: You can Special Summon 1 Level 4 or lower ""Abyss Actor"" monster from your Deck, except ""Abyss Actor - Sassy Rookie"". If this card in the Pendulum Zone is destroyed: You can target1 Level 4 or lower monster your opponent controls; destroy it. ;;  ;; Pendulum Scale: 2 ;; Pendulum Effect: If an ""Abyss Actor"" monster(s) you control would be destroyed by battle or an opponent's card effect, you can destroy this card instead."
4,Abyss Actor - Wild Hope,Pendulum/Effect Monster,DARK,Fiend,1600,1200,"Add 1 face-up ""Abyss Actor"" Pendulum Monster from your Extra Deck to your hand with ATK less than or equal to the damage you took. ;;  ;; Pendulum Scale: 2 ;; Pendulum Effect: Once per turn: You can target 1 ""Abyss Actor"" card in your other Pendulum Zone; its Pendulum Scale becomes 9 until the end of this turn, also you cannot Special Summon monsters for the rest of this turn, except ""Abyss Actor"" monsters (even if this card leaves the field)."
4,Amorphage Envy,Pendulum/Effect Monster,EARTH,Dragon,0,2050,"If this card is Pendulum Summoned or flipped face-up, neither player can Special Summon monsters from the Extra Deck while this card is face-up on the field, except ""Amorphage"" monsters. ;;  ;; Pendulum Scale: 5 ;; Pendulum Effect: While you control an ""Amorphage"" monster, neither player can activate cards or effects as Chain Link 2 or higher. Once per turn, during your Standby Phase, Tribute 1 monster or destroy this card."
4,Amorphage Greed,Pendulum/Effect Monster,EARTH,Dragon,0,1950,"If this card is Pendulum Summoned or flipped face-up, neither player can Special Summon monsters from the Extra Deck while this card is face-up on the field, except ""Amorphage"" monsters. ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect: While you control an ""Amorphage"" monster, neither player can activate Trap Cards or their effects, except for ""Amorphage"" cards. Once per turn, during your Standby Phase, Tribute 1 monster or destroy this card."
4,Amorphage Pride,Pendulum/Effect Monster,EARTH,Dragon,1750,0,"If this card is Pendulum Summoned or flipped face-up, neither player can Special Summon monsters from the Extra Deck while this card is face-up on the field, except ""Amorphage"" monsters. ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect: While you control an ""Amorphage"" monster, neither player takes any effect damage. Once per turn, during your Standby Phase, Tribute 1 monster or destroy this card."
4,Amorphage Wrath,Pendulum/Effect Monster,EARTH,Dragon,1650,0,"If this card is Pendulum Summoned or flipped face-up, neither player can Special Summon monsters from the Extra Deck while this card is face-up on the field, except ""Amorphage"" monsters. ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect: While you control an ""Amorphage"" monster, neither player canTribute monsters, except ""Amorphage"" monsters. Once per turn, during your Standby Phase, Tribute 1 monster or destroy this card."
4,Black Fang Magician,Pendulum/Effect Monster,DARK,Spellcaster,1700,800,"(This card is always treated as an ""Xyz Dragon"" card.) ;; If this card is destroyed by battle or card effect: You can target 1 DARK Spellcaster-Type monster in your Graveyard; Special Summon it. ;;  ;; Pendulum Scale: 8 ;; Pendulum Effect: Once per turn: You can target 1 face-up monster your opponent controls; its ATK becomes half its current ATK (until the end of this turn), then destroythis card."
4,Crystal Keeper,Pendulum/Effect Monster,FIRE,Warrior,1500,1800,"If a ""Crystal Beast"" monster you control battles an opponent's monster, during damage calculation (Quick Effect): You can Tribute this card from your hand or face-up from your field; your battling monster's ATK/DEF become double its original ATK/DEF during that damage calculation only, but it is destroyed at the end of this Damage Step. ;;  ;; Pendulum Scale: 2 ;; Pendulum Effect: Each turn, the first an ""Ultimate Crystal"" monster(s) and/or ""Crystal Beast"" card(s) you control that would be destroyed by a card effect that turn, it is not destroyed."
4,D/D Cerberus,Pendulum/Effect Monster,DARK,Fiend,1800,600,"When this card is Pendulum Summoned from the hand, while you control a ""D/D"" monster other than ""D/D Cerberus"": You can target 1 Continuous Spell Card in your Graveyard; add it to your hand. ;;  ;; Pendulum Scale: 6 ;; Pendulum Effect: Once per turn: You can target 1 ""D/D"" monster you control; change its Level to 4, and if you do, it gains 400 ATK and DEF (even if this card leaves the field)."
4,D/D Savant Copernicus,Pendulum/Effect Monster,DARK,Fiend,0,0,"If this card is Normal or Special Summoned: You can send 1 ""D/D"" or ""Dark Contract"" card from your Deck to the Graveyard, except ""D/D Savant Copernicus"". You can only use this effect of ""D/D Savant Copernicus"" once per turn. ;;  ;; Pendulum Scale: 1 ;; Pendulum Effect: You cannot Pendulum Summon monsters, except ""D/D"" monsters. This effect cannot be negated. Once, while this card is in your Pendulum Zone, you can negate an activated Spell effect that would inflict damage to you, then destroy this card."
4,Dark Doriado,Pendulum/Effect Monster,DARK,Spellcaster,1800,1400,"If this card is Normal or Special Summoned: You can choose 4 monsters from your Deck (1 EARTH, 1 WATER, 1 FIRE, and 1 WIND), then place them on the top of the Deck in any order. ;;  ;; Pendulum Scale: 5 ;; Pendulum Effect: All EARTH, WATER, FIRE, and WIND monsters you control gain 200 ATK and DEF for every different Attribute among the monsters you control."
4,Dinomist Ankylos,Pendulum/Effect Monster,WATER,Machine,1500,2000,"Banish any monster destroyed by battle with a ""Dinomist"" monster you control. ;;  ;; Pendulum Scale: 6 ;; Pendulum Effect: Once, while this card is in your Pendulum Zone, you can negate an activated card effect that targets another ""Dinomist"" card(s) you control, then destroy this card."
4,Dinomist Plesios,Pendulum/Effect Monster,WATER,Machine,1700,1400,"All face-up monsters your opponent controls lose 100 ATK and DEF for each ""Dinomist"" card you control. ;;  ;; Pendulum Scale: 6 ;; Pendulum Effect: Once, while this card is in your Pendulum Zone, you can negatean activated card effect that targets another ""Dinomist"" card(s) you control, thendestroy this card."
4,Dinomist Pteran,Pendulum/Effect Monster,WATER,Machine,1800,1200,"When this card destroys an opponent's monster by battle: You can add 1 ""Dinomist"" card from your Deck to your hand. ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect: If another ""Dinomist"" card(s) you control would be destroyed by battle or an opponent's card effect, you can destroy this card instead."
4,Dinomist Stegosaur,Pendulum/Effect Monster,WATER,Machine,1600,1800,"If another Pendulum Monster you control battles an opponent's monster, after damage calculation: You can destroy those monsters. ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect: If another ""Dinomist"" card(s) you control would be destroyed by battle or an opponent's card effect, you can destroy this card instead."
4,Double Iris Magician,Pendulum/Effect Monster,DARK,Spellcaster,1500,1000,"(This card is always treated as a ""Pendulum Dragon"" card.) ;; If this card is destroyed by battle or card effect: You can add 1 ""Pendulumgraph"" card from your Deck to your hand. ;;  ;; Pendulum Scale: 8 ;; Pendulum Effect: Once per turn: You can target 1 DARK Spellcaster-Type monster you control; apply this effect to it, then destroy this card. Once applied, double any battle damage that monster inflicts to your opponent this turn if it battles an opponent's monster."
4,"Dragodies, the Empowered Warrior",Pendulum/Effect Monster,LIGHT,Warrior,1500,1500,"If this card in its owner's Monster Zone is destroyed by your opponent's attack or card effect: You can add 1 Warrior or Spellcaster-Type monster with 2000 or less ATK from your Deck to your hand, except ""Dragodies, the Empowered Warrior"", during the End Phase of this turn. ;;  ;; Pendulum Scale: 2 ;; Pendulum Effect: At the start of the Damage Step, if a monster you control battles an opponent's face-up monster: You can discard 1 card; the opponent's battling monster's ATKand DEF become half its current ATK and DEF (even if this card leaves the field)."
4,"Dragonox, the Empowered Warrior",Pendulum/Effect Monster,DARK,Warrior,1500,1500,"Once per turn: You can discard 1 card, then target 1 Warrior or Spellcaster-Type monster with 2000 or less ATK in your Graveyard; Special Summon it in face-down Defense Position. ;;  ;; Pendulum Scale: 7 ;; Pendulum Effect: When an opponent's monster declares an attack: You can destroy this card, then end the Battle Phase."
4,Guiding Ariadne,Pendulum/Effect Monster,LIGHT,Fairy,1700,800,"If this card is destroyed by battle or card effect: You can reveal 3 Counter Trap Cards from your Deck, your opponent chooses 1 for you to add to your hand, and you shuffle the rest back into your Deck. ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect: Apply these effects. ;; You do not pay LP to activate Counter Trap Cards. ;; You do not discard to activate Counter Trap Cards."
4,"Lector Pendulum, the Dracoverlord",Pendulum/Effect Monster,DARK,Dragon,1950,0,"At the start of the Damage Step, if this card battles a Pendulum Monster: Destroy both that monster and this card. ;;  ;; Pendulum Scale: 5 ;; Pendulum Effect: Negate the effects of face-up Pendulum Monsters while your opponent controls them."
4,"Luster Pendulum, the Dracoslayer",Pendulum/Effect Monster,LIGHT,Dragon,1850,0,"Cannot Special Summon Fusion, Synchro or Xyz Monsters using this card as a Material, except ""Dracoslayer"" monsters. ;;  ;; Pendulum Scale: 5 ;; Pendulum Effect: Once per turn, if you have a card in your other Pendulum Zone: You can destroy that card, and if you do, add 1 card from your Deck to your hand, with the same name as that card."
4,Magical Abductor,Pendulum/Effect Monster,EARTH,Spellcaster,1700,1400,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. This card gains 100 ATK for each Spell Counter on it. Once per turn: You can remove 3 Spell Counters from this card; add 1 Level 1 Spellcaster-Type monster from your Deck to your hand. ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect: Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. Once per turn: You can remove 3 Spell Counters from this card; add 1 Pendulum Monster from your Deck to your hand."
4,Magical Cavalry of Cxulub,Pendulum/Effect Monster,EARTH,Dinosaur,1500,1800,"This card is unaffected by monsters' activated effects, except Pendulum Monsters'. ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect:"
4,Majespecter Crow - Yata,Pendulum/Effect Monster,WIND,Spellcaster,1000,1500,"When this card is Normal or Special Summoned: You can add 1 ""Majespecter"" Spell Card from your Deck to your hand. You can only use this effect of ""Majespecter Crow - Yata"" once per turn. Cannot be targeted or destroyed by your opponent's card effects. ;;  ;; Pendulum Scale: 5 ;; Pendulum Effect:"
4,Majespecter Fox - Kyubi,Pendulum/Effect Monster,WIND,Spellcaster,1500,1000,"When this card is Normal or Special Summoned: You can add 1 ""Majespecter"" Trap Card from your Deck to your hand. You can only use this effect of ""Majespecter Fox - Kyubi"" once per turn. Cannot be targeted or destroyed by your opponent's card effects. ;;  ;; Pendulum Scale: 2 ;; Pendulum Effect:"
4,Majespecter Toad - Ogama,Pendulum/Effect Monster,WIND,Spellcaster,1300,500,"When this card is Normal or Special Summoned: You can Set 1 ""Majespecter"" Spell/Trap Card directly from your Deck, but it cannot activate this turn. You can only use this effect of ""Majespecter Toad - Ogama"" once per turn. Cannot be targeted or destroyed by your opponent's card effects. ;;  ;; Pendulum Scale: 5 ;; Pendulum Effect:"
4,Metrognome,Pendulum/Effect Monster,EARTH,Fairy,1800,1600,"While you have 2 cards in your Pendulum Zones with the same Pendulum Scale, this card gains ATK and DEF equal to the Pendulum Scale x 100, and can attack your opponent directly. If this card inflicts battle damage to your opponent by a direct attack: Destroy all cards in the Pendulum Zones. ;;  ;; Pendulum Scale: 4 ;; Pendulum Effect: Once per turn: You can target 1 other card in a Pendulum Zone; this card's Pendulum Scale becomes equal to that card's, until the end of this turn."
4,Mythical Beast Bashilisk,Pendulum/Effect Monster,LIGHT,Spellcaster,1800,500,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. You can remove 3 Spell Counters from your field; return 1 ""Mythical Beast"" card from your Pendulum Zone or face-up from your Extra Deck to the hand. You can only use this effect of ""Mythical Beast Bashilisk"" once per turn. ;;  ;; Pendulum Scale: 4 ;; Pendulum Effect: If you have no card in your other Pendulum Zone: You can destroy this card, and if you do, shuffle 1 face-up Spellcaster Pendulum Monster from your Extra Deck into your Deck, except ""Mythical Beast Bashilisk"", then draw 1 card. You can only use this effect of ""Mythical Beast Bashilisk"" once per turn."
4,Mythical Beast Garuda,Pendulum/Effect Monster,LIGHT,Spellcaster,1200,1600,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. When your opponent Normal or Special Summons a monster (except during the Damage Step): You can remove 3 Spell Counters from your field; Special Summon this card from your hand, then return that opponent's Summoned monster(s) to the hand. You can only use this effect of ""Mythical Beast Garuda"" once per turn. ;;  ;; Pendulum Scale: 4 ;; Pendulum Effect: If you have no card in your other Pendulum Zone: You can target 1 other Spell/Trap on the field; destroy both it and this card. You can only use this effect of ""Mythical Beast Garuda"" once per turn."
4,Mythical Beast Medusa,Pendulum/Effect Monster,LIGHT,Spellcaster,1500,1500,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. Once per turn, during the Battle Phase (Quick Effect): You can remove 2 Spell Counters from your field, then target 1 face-up monster on the field; its ATK/DEF become half its current ATK/DEF until the end of this turn. ;;  ;; Pendulum Scale: 4 ;; Pendulum Effect: If you have no card in your other Pendulum Zone: You can target 1 monster in your GY that you can place a Spell Counter on; destroy this card, and if you do, Special Summon that monster, and if you do that, place 1 Spell Counter on it. You can only use this effect of ""Mythical Beast Medusa"" once per turn."
4,P.M. Captor,Pendulum/Effect Monster,DARK,Zombie,1800,0,If this card destroys a monster by battle: You can target 1 Pendulum Monster in your Graveyard; add it to your hand. ;;  ;; Pendulum Scale: 5 ;; Pendulum Effect: When you Pendulum Summon a Zombie-Type monster(s): You can activate this effect; it cannot be destroyed by battle or card effects this turn.
4,Pandora's Jewelry Box,Pendulum/Effect Monster,DARK,Wyrm,1500,1500,"While you have no cards in your Extra Deck, draw 2 cards instead of 1 for your normal draw during your Draw Phase. ;;  ;; Pendulum Scale: 4 ;; Pendulum Effect: While you have no cards in your Extra Deck: You can target 1 card in your opponent's Pendulum Zone; destroy it, and if you do, place this card in your opponent's Pendulum Zone."
4,Performage Mirror Conductor,Pendulum/Effect Monster,LIGHT,Spellcaster,600,1400,"Once per turn, during either player's turn: You can target 1 face-up monster on the field; switch its current ATK and DEF, then take 500 damage. This ATK and DEF change lasts until the end of this turn. ;;  ;; Pendulum Scale: 3 ;; Pendulum Effect: Once per turn: You can target 1 face-up Special Summonedmonster on the field; its ATK and DEF become equal to its current ATK or DEF (whichever is lower) until the end of this turn (even if this card leaves the field)."
